,state,county,N
3027,West Virginia,Pendleton,7138
3028,West Virginia,Pleasants,7527
3029,West Virginia,Pocahontas,8574
3030,West Virginia,Preston,33760
3031,West Virginia,Putnam,56644
3032,West Virginia,Raleigh,77097
3033,West Virginia,Randolph,29152
3034,West Virginia,Ritchie,10005
3035,West Virginia,Roane,14348
3036,West Virginia,Summers,13210
3037,West Virginia,Taylor,16977
3038,West Virginia,Tucker,7035
3039,West Virginia,Tyler,8949
3040,West Virginia,Upshur,24604
3041,West Virginia,Wayne,41063
3042,West Virginia,Webster,8637
3043,West Virginia,Wetzel,15793
3044,West Virginia,Wirt,5800
3045,West Virginia,Wood,86016
3046,West Virginia,Wyoming,22130
3047,Wisconsin,Adams,20111
3048,Wisconsin,Ashland,15779
3049,Wisconsin,Barron,45358
3050,Wisconsin,Bayfield,15004
3051,Wisconsin,Brown,258004
3052,Wisconsin,Buffalo,13243
3053,Wisconsin,Burnett,15239
3054,Wisconsin,Calumet,49737
3055,Wisconsin,Chippewa,63445
3056,Wisconsin,Clark,34513
3057,Wisconsin,Columbia,56790
3058,Wisconsin,Crawford,16313
3059,Wisconsin,Dane,522837
3060,Wisconsin,Dodge,87833
3061,Wisconsin,Door,27443
3062,Wisconsin,Douglas,43503
3063,Wisconsin,Dunn,44260
3064,Wisconsin,Eau Claire,102388
3065,Wisconsin,Florence,4354
3066,Wisconsin,Fond du Lac,102082
3067,Wisconsin,Forest,9035
3068,Wisconsin,Grant,51742
3069,Wisconsin,Green,36869
3070,Wisconsin,Green Lake,18745
3071,Wisconsin,Iowa,23576
3072,Wisconsin,Iron,5748
3073,Wisconsin,Jackson,20531
3074,Wisconsin,Jefferson,84586
3075,Wisconsin,Juneau,26427
3076,Wisconsin,Kenosha,167886
3077,Wisconsin,Kewaunee,20378
3078,Wisconsin,La Crosse,117582
3079,Wisconsin,Lafayette,16755
3080,Wisconsin,Langlade,19190
3081,Wisconsin,Lincoln,27994
3082,Wisconsin,Manitowoc,79680
3083,Wisconsin,Marathon,135293
3084,Wisconsin,Marinette,40712
3085,Wisconsin,Marquette,15164
3086,Wisconsin,Menominee,4506
3087,Wisconsin,Milwaukee,956586
3088,Wisconsin,Monroe,45303
3089,Wisconsin,Oconto,37465
3090,Wisconsin,Oneida,35352
3091,Wisconsin,Outagamie,183288
3092,Wisconsin,Ozaukee,87817
3093,Wisconsin,Pepin,7282
3094,Wisconsin,Pierce,41226
3095,Wisconsin,Polk,43328
3096,Wisconsin,Portage,70371
3097,Wisconsin,Price,13566
3098,Wisconsin,Racine,195101
3099,Wisconsin,Richland,17626
3100,Wisconsin,Rock,161226
3101,Wisconsin,Rusk,14211
3102,Wisconsin,St. Croix,87142
3103,Wisconsin,Sauk,63340
3104,Wisconsin,Sawyer,16384
3105,Wisconsin,Shawano,41136
3106,Wisconsin,Sheboygan,115094
3107,Wisconsin,Taylor,20344
3108,Wisconsin,Trempealeau,29510
3109,Wisconsin,Vernon,30378
3110,Wisconsin,Vilas,21465
3111,Wisconsin,Walworth,102917
3112,Wisconsin,Washburn,15638
3113,Wisconsin,Washington,133967
3114,Wisconsin,Waukesha,396731
3115,Wisconsin,Waupaca,51651
3116,Wisconsin,Waushara,24170
3117,Wisconsin,Winnebago,169540
3118,Wisconsin,Wood,73427
3119,Wyoming,Albany,37944
3120,Wyoming,Big Horn,11920
3121,Wyoming,Campbell,48116
3122,Wyoming,Carbon,15689
3123,Wyoming,Converse,14166
3124,Wyoming,Crook,7347
3125,Wyoming,Fremont,40354
3126,Wyoming,Goshen,13479
3127,Wyoming,Hot Springs,4741
3128,Wyoming,Johnson,8562
3129,Wyoming,Laramie,97031
3130,Wyoming,Lincoln,18791
3131,Wyoming,Natrona,81023
3132,Wyoming,Niobrara,2479
3133,Wyoming,Park,29276
3134,Wyoming,Platte,8703
3135,Wyoming,Sheridan,29964
3136,Wyoming,Sublette,10037
3137,Wyoming,Sweetwater,44527
3138,Wyoming,Teton,22923
3139,Wyoming,Uinta,20758
3140,Wyoming,Washakie,8253
3141,Wyoming,Weston,7117
